nomes,idade,cidade,estado,cpf,cnpj,qtd_clientes_estado,media_idade,CPF_Valido_Invalido,CNPJ_Valido_Invalido,Quantidade CPF Válidos,Quantidade de CPF Inválidos,Quantidade CNPJ Válidos,Quantidade de CNPJ Inválidos,Quantidade_Clientes
Jennifer Juarez DDS,35,ACEGUÁ,RS,75692987210,53515213,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Hall MD,23,ABDON BATISTA,SC,78978476406,49062415016344,370,53.7831,True,False,10000,0,5061,4939,10000
Christine Owens DDS,29,AMPARO DE SÃO FRANCISCO,SE,25727363144,14053413,370,53.7831,True,True,10000,0,5061,4939,10000
Julie Drake Jr.,25,ADAMANTINA,SP,11782260935,08024360901957,364,53.7831,True,False,10000,0,5061,4939,10000
Michele Martinez MD,81,ABREULÂNDIA,TO,70361265158,24029112,370,53.7831,True,True,10000,0,5061,4939,10000
Kenneth Sheppard DDS,30,ACRELÂNDIA,AC,13493761910,35161531468983,371,53.7831,True,False,10000,0,5061,4939,10000
James Khan MD,68,ÁGUA BRANCA,AL,62032232120,92520112,371,53.7831,True,True,10000,0,5061,4939,10000
Dr. Courtney Holmes DVM,57,ALVARÃES,AM,44902952009,00486844343806,371,53.7831,True,False,10000,0,5061,4939,10000
Patricia Clark DDS,74,SERRA DO NAVIO,AP,86009058422,43827813,371,53.7831,True,True,10000,0,5061,4939,10000
Lauren Williams MD,47,ABAÍRA,BA,73648992783,96962400117267,371,53.7831,True,False,10000,0,5061,4939,10000
Diana Griffith DDS,80,ABAIARA,CE,67221291950,83797813,371,53.7831,True,True,10000,0,5061,4939,10000
Andrew Williams MD,80,Brasília,DF,28968075948,45389790805690,365,53.7831,True,True,10000,0,5061,4939,10000
Beverly Walters DDS,37,AFONSO CLÁUDIO,ES,26888429784,35019713,371,53.7831,True,True,10000,0,5061,4939,10000
Audrey Lee DVM,20,ABADIA DE GOIÁS,GO,12872652515,39901225694300,371,53.7831,True,False,10000,0,5061,4939,10000
Gregory Smith MD,34,AÇAILÂNDIA,MA,57125712266,49286213,371,53.7831,True,True,10000,0,5061,4939,10000
Terry Cain MD,52,ABADIA DOS DOURADOS,MG,83020250200,92131825901802,340,53.7831,True,True,10000,0,5061,4939,10000
Carlos Roth PhD,80,ÁGUA CLARA,MS,51918871825,87493813,370,53.7831,True,True,10000,0,5061,4939,10000
Kristy Miller MD,46,ACORIZAL,MT,73459363177,33116812291967,370,53.7831,True,False,10000,0,5061,4939,10000
Scott Thomas DDS,30,ABAETETUBA,PA,98008522801,28251913,370,53.7831,True,True,10000,0,5061,4939,10000
Mitchell Lee Jr.,45,ÁGUA BRANCA,PB,54703423367,14022212334040,370,53.7831,True,False,10000,0,5061,4939,10000
Terry Jones DDS,59,ABREU E LIMA,PE,68187377909,41643913,370,53.7831,True,True,10000,0,5061,4939,10000
Mrs. Emily Thompson DVM,72,ACAUÃ,PI,61227753985,64923259039131,370,53.7831,True,False,10000,0,5061,4939,10000
Bridget Torres PhD,32,ABATIÁ,PR,39074296130,78974313,370,53.7831,True,True,10000,0,5061,4939,10000
Kristen Warren DVM,45,ANGRA DOS REIS,RJ,35217428813,76518907567095,355,53.7831,True,False,10000,0,5061,4939,10000
Matthew Delacruz MD,90,ACARI,RN,73618717040,70676313,370,53.7831,True,True,10000,0,5061,4939,10000
Rachel Horn DDS,74,ALTA FLORESTA D'OESTE,RO,47289971701,65209616900377,370,53.7831,True,False,10000,0,5061,4939,10000
Melanie Lopez Jr.,72,AMAJARI,RR,97786212256,8679213,370,53.7831,True,True,10000,0,5061,4939,10000
Kimberly Watts MD,32,ACEGUÁ,RS,94227463700,95543748177829,370,53.7831,True,False,10000,0,5061,4939,10000
Jessica Cameron Jr.,64,ABDON BATISTA,SC,20392102021,71904213,370,53.7831,True,True,10000,0,5061,4939,10000
Christopher Moore III,76,AMPARO DE SÃO FRANCISCO,SE,34666220771,85891818537840,370,53.7831,True,False,10000,0,5061,4939,10000
Willie Cook Jr.,27,ADAMANTINA,SP,88328361906,78438413,364,53.7831,True,True,10000,0,5061,4939,10000
Desiree Harris MD,74,ABREULÂNDIA,TO,93774970513,58108272327946,370,53.7831,True,False,10000,0,5061,4939,10000
Morgan Smith DVM,24,ACRELÂNDIA,AC,19265647310,24491813,371,53.7831,True,True,10000,0,5061,4939,10000
Rebecca Tapia PhD,48,ÁGUA BRANCA,AL,54725948713,95286903407629,371,53.7831,True,False,10000,0,5061,4939,10000
Taylor Duarte MD,69,ALVARÃES,AM,74490406037,76476713,371,53.7831,True,True,10000,0,5061,4939,10000
Kelly Reed DDS,44,SERRA DO NAVIO,AP,15933082724,35857830726085,371,53.7831,True,False,10000,0,5061,4939,10000
Keith Murphy DVM,43,ABAÍRA,BA,20966787811,8307813,371,53.7831,True,True,10000,0,5061,4939,10000
Jack Williams MD,47,ABAIARA,CE,98899740100,83577411316721,371,53.7831,True,False,10000,0,5061,4939,10000
Sheri Shelton MD,52,Brasília,DF,24718275601,76876313,365,53.7831,True,True,10000,0,5061,4939,10000
Alvin Gibbs MD,69,AFONSO CLÁUDIO,ES,76769455269,68419769117373,371,53.7831,True,False,10000,0,5061,4939,10000
Denise Lewis PhD,58,ABADIA DE GOIÁS,GO,23605142290,84629113,371,53.7831,True,True,10000,0,5061,4939,10000
Bryce Edwards II,26,AÇAILÂNDIA,MA,20035440627,04141267550818,371,53.7831,True,False,10000,0,5061,4939,10000
Sean Baker MD,54,ABADIA DOS DOURADOS,MG,40306642450,5798313,340,53.7831,True,True,10000,0,5061,4939,10000
Sarah Ward MD,42,ÁGUA CLARA,MS,58599226045,20456326948082,370,53.7831,True,False,10000,0,5061,4939,10000
Stacey Hardy DVM,26,ACORIZAL,MT,76519524565,12366413,370,53.7831,True,True,10000,0,5061,4939,10000
Tiffany Everett MD,87,ABAETETUBA,PA,69643634590,30597539396379,370,53.7831,True,False,10000,0,5061,4939,10000
Vanessa Conrad MD,34,ÁGUA BRANCA,PB,21641599936,14567513,370,53.7831,True,True,10000,0,5061,4939,10000
Kimberly Scott DDS,36,ABREU E LIMA,PE,66202624817,89295513562421,370,53.7831,True,False,10000,0,5061,4939,10000
Jacqueline Taylor MD,58,ACAUÃ,PI,71555451209,1086513,370,53.7831,True,True,10000,0,5061,4939,10000
Jacqueline Armstrong MD,62,ABATIÁ,PR,37059715142,87568939795073,370,53.7831,True,False,10000,0,5061,4939,10000
Jesse Ramirez DVM,36,ANGRA DOS REIS,RJ,77819168161,50118813,355,53.7831,True,True,10000,0,5061,4939,10000
Joshua Hayes MD,73,ACARI,RN,81145359469,30523170011741,370,53.7831,True,False,10000,0,5061,4939,10000
Brent Shaffer DDS,44,ALTA FLORESTA D'OESTE,RO,82763161740,81631313,370,53.7831,True,True,10000,0,5061,4939,10000
Robert Medina DDS,54,AMAJARI,RR,16670141297,42999354028060,370,53.7831,True,False,10000,0,5061,4939,10000
Dustin Nelson MD,26,ACEGUÁ,RS,53252140209,63419513,370,53.7831,True,True,10000,0,5061,4939,10000
John Rogers DDS,55,ABDON BATISTA,SC,57319472953,91859577079708,370,53.7831,True,False,10000,0,5061,4939,10000
Michael Brock MD,64,AMPARO DE SÃO FRANCISCO,SE,68470284088,92926213,370,53.7831,True,True,10000,0,5061,4939,10000
George Wilson MD,42,ADAMANTINA,SP,27983943687,99645165968131,364,53.7831,True,False,10000,0,5061,4939,10000
Rodney Duncan MD,83,ABREULÂNDIA,TO,53985340684,58664213,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Mitchell MD,68,ACRELÂNDIA,AC,11134611870,09276311510789,371,53.7831,True,False,10000,0,5061,4939,10000
Vanessa Gibson DVM,32,ÁGUA BRANCA,AL,8753359771,17417313,371,53.7831,True,True,10000,0,5061,4939,10000
Nicholas English DDS,68,ALVARÃES,AM,46203527645,42762494095559,371,53.7831,True,False,10000,0,5061,4939,10000
Catherine Trujillo MD,84,SERRA DO NAVIO,AP,92116430070,35525213,371,53.7831,True,True,10000,0,5061,4939,10000
Emily Pearson MD,89,ABAÍRA,BA,36591777253,74154360129705,371,53.7831,True,False,10000,0,5061,4939,10000
Kenneth Taylor DDS,75,ABAIARA,CE,6266255219,29699113,371,53.7831,True,True,10000,0,5061,4939,10000
Michael Johnson PhD,86,Brasília,DF,78651791119,93839278683782,365,53.7831,True,False,10000,0,5061,4939,10000
Monica Garcia MD,45,AFONSO CLÁUDIO,ES,53423648686,24176413,371,53.7831,True,True,10000,0,5061,4939,10000
Monica Hunt DDS,19,ABADIA DE GOIÁS,GO,48745733120,86961620188900,371,53.7831,True,False,10000,0,5061,4939,10000
Taylor Novak Jr.,21,AÇAILÂNDIA,MA,96629481984,45548813,371,53.7831,True,True,10000,0,5061,4939,10000
Ashley Gilmore DDS,33,ABADIA DOS DOURADOS,MG,20559510179,74468493582078,340,53.7831,True,False,10000,0,5061,4939,10000
Tonya Garcia MD,42,ÁGUA CLARA,MS,18929105866,44300313,370,53.7831,True,True,10000,0,5061,4939,10000
Samuel Jones DDS,86,ACORIZAL,MT,07304425512,86960081501641,370,53.7831,True,False,10000,0,5061,4939,10000
Elizabeth Smith II,75,ABAETETUBA,PA,26676949610,22006713,370,53.7831,True,True,10000,0,5061,4939,10000
Robert Mccullough II,46,ÁGUA BRANCA,PB,48000430851,37145669161940,370,53.7831,True,False,10000,0,5061,4939,10000
Nancy Miller MD,33,ABREU E LIMA,PE,23262660302,54763113,370,53.7831,True,True,10000,0,5061,4939,10000
Christina Weber DVM,45,ACAUÃ,PI,76226976993,34091693776748,370,53.7831,True,False,10000,0,5061,4939,10000
Cory Fox DDS,61,ABATIÁ,PR,55073242637,83925913,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Washington MD,49,ANGRA DOS REIS,RJ,17921088422,45164387427706,355,53.7831,True,False,10000,0,5061,4939,10000
Jeffrey Brown III,65,ACARI,RN,47540619341,58807112,370,53.7831,True,True,10000,0,5061,4939,10000
Lynn Williamson MD,21,ALTA FLORESTA D'OESTE,RO,02419224701,10639115380661,370,53.7831,True,False,10000,0,5061,4939,10000
Andrew Walsh Jr.,70,AMAJARI,RR,28369207006,62695213,370,53.7831,True,True,10000,0,5061,4939,10000
Jessica Taylor DVM,59,ACEGUÁ,RS,50695847902,97413227693708,370,53.7831,True,False,10000,0,5061,4939,10000
Joseph Morris PhD,36,ABDON BATISTA,SC,11394560753,6568113,370,53.7831,True,True,10000,0,5061,4939,10000
Annette Dixon Jr.,87,AMPARO DE SÃO FRANCISCO,SE,13088895184,49409118966177,370,53.7831,True,False,10000,0,5061,4939,10000
Grant Wilson MD,58,ADAMANTINA,SP,29974645280,94442613,364,53.7831,True,True,10000,0,5061,4939,10000
Lisa Avery PhD,50,ABREULÂNDIA,TO,57256751907,13193205722307,370,53.7831,True,False,10000,0,5061,4939,10000
Melinda Davila Jr.,53,ACRELÂNDIA,AC,52937888259,24546313,371,53.7831,True,True,10000,0,5061,4939,10000
Emily Andersen DDS,59,ÁGUA BRANCA,AL,53034834870,58614894928435,371,53.7831,True,False,10000,0,5061,4939,10000
Jessica Brown MD,86,ALVARÃES,AM,16176835585,76358913,371,53.7831,True,True,10000,0,5061,4939,10000
Jason Sanchez PhD,19,SERRA DO NAVIO,AP,43859030264,80345954116394,371,53.7831,True,False,10000,0,5061,4939,10000
Ronald Hicks II,44,ABAÍRA,BA,90844028045,85717213,371,53.7831,True,True,10000,0,5061,4939,10000
Joseph Cooley MD,66,ABAIARA,CE,93951672544,27502509153424,371,53.7831,True,False,10000,0,5061,4939,10000
Dr. Michael Campbell Jr. PhD,75,Brasília,DF,35978538204,53949413,365,53.7831,True,True,10000,0,5061,4939,10000
Thomas Thomas PhD,68,AFONSO CLÁUDIO,ES,46704165100,21213323225640,371,53.7831,True,False,10000,0,5061,4939,10000
Jerry Castillo MD,30,ABADIA DE GOIÁS,GO,35242885700,54637913,371,53.7831,True,True,10000,0,5061,4939,10000
Jodi Hall MD,68,AÇAILÂNDIA,MA,79846727097,26362552617483,371,53.7831,True,False,10000,0,5061,4939,10000
Susan Cruz DDS,30,ABADIA DOS DOURADOS,MG,5749378381,63920113,340,53.7831,True,True,10000,0,5061,4939,10000
Jamie Smith MD,76,ÁGUA CLARA,MS,27310456556,98904987871719,370,53.7831,True,False,10000,0,5061,4939,10000
Ashley Hernandez DVM,69,ACORIZAL,MT,11262976316,91401213,370,53.7831,True,True,10000,0,5061,4939,10000
Bryan Smith Jr.,57,ABAETETUBA,PA,50267893744,62555257387819,370,53.7831,True,False,10000,0,5061,4939,10000
Autumn Walker MD,88,ÁGUA BRANCA,PB,49285168698,42779313,370,53.7831,True,True,10000,0,5061,4939,10000
Jeremiah Yang MD,81,ABREU E LIMA,PE,79187738457,92407057970593,370,53.7831,True,False,10000,0,5061,4939,10000
Christian Allen II,43,ACAUÃ,PI,24362129294,21315913,370,53.7831,True,True,10000,0,5061,4939,10000
Emily Miles DDS,90,ABATIÁ,PR,71891388541,71191986158558,370,53.7831,True,False,10000,0,5061,4939,10000
Eric Smith MD,37,ANGRA DOS REIS,RJ,31056372303,8885813,355,53.7831,True,True,10000,0,5061,4939,10000
Kenneth Medina MD,34,ACARI,RN,74158876460,82374015258602,370,53.7831,True,False,10000,0,5061,4939,10000
Patricia Reilly MD,55,ALTA FLORESTA D'OESTE,RO,74616472459,38260513,370,53.7831,True,True,10000,0,5061,4939,10000
Joel Davis Jr.,84,AMAJARI,RR,92623217246,96699737927810,370,53.7831,True,False,10000,0,5061,4939,10000
Jeanette Zhang Jr.,62,ACEGUÁ,RS,71854380710,5345813,370,53.7831,True,True,10000,0,5061,4939,10000
Gregory Acosta MD,42,ABDON BATISTA,SC,51844195279,56811634202210,370,53.7831,True,False,10000,0,5061,4939,10000
Katie Johnson DDS,30,AMPARO DE SÃO FRANCISCO,SE,90212366211,90685813,370,53.7831,True,True,10000,0,5061,4939,10000
Nicholas Brewer DDS,56,ADAMANTINA,SP,73854874839,91120949199670,364,53.7831,True,False,10000,0,5061,4939,10000
Michael Fitzgerald MD,39,ABREULÂNDIA,TO,90104747552,72097313,370,53.7831,True,True,10000,0,5061,4939,10000
Joshua Benitez III,66,ACRELÂNDIA,AC,85157007604,41188506864247,371,53.7831,True,False,10000,0,5061,4939,10000
Mrs. Kristina Blevins DVM DVM,18,ÁGUA BRANCA,AL,99559260669,94549413,371,53.7831,True,True,10000,0,5061,4939,10000
Ruth Arias MD,71,ALVARÃES,AM,44509056443,13782007696353,371,53.7831,True,False,10000,0,5061,4939,10000
Laura Madden Jr.,37,SERRA DO NAVIO,AP,16457042627,17970413,371,53.7831,True,True,10000,0,5061,4939,10000
Kristen Williams MD,18,ABAÍRA,BA,82556006986,62175270442886,371,53.7831,True,False,10000,0,5061,4939,10000
Jose Hall III,24,ABAIARA,CE,43575790582,78383213,371,53.7831,True,True,10000,0,5061,4939,10000
John Maxwell PhD,46,Brasília,DF,68667557196,31956217278134,365,53.7831,True,False,10000,0,5061,4939,10000
Keith Christensen MD,84,AFONSO CLÁUDIO,ES,49262723423,62190913,371,53.7831,True,True,10000,0,5061,4939,10000
Stephen Smith MD,57,ABADIA DE GOIÁS,GO,10577118374,40077076617722,371,53.7831,True,False,10000,0,5061,4939,10000
Jennifer Mclaughlin MD,50,AÇAILÂNDIA,MA,36445211402,39593913,371,53.7831,True,True,10000,0,5061,4939,10000
Jessica Moore DDS,63,ABADIA DOS DOURADOS,MG,56119914919,28764970571333,340,53.7831,True,False,10000,0,5061,4939,10000
Cathy Schwartz DDS,82,ÁGUA CLARA,MS,6854229766,57139113,370,53.7831,True,True,10000,0,5061,4939,10000
Nicole Butler MD,58,ACORIZAL,MT,56832700814,28013704921370,370,53.7831,True,False,10000,0,5061,4939,10000
Ashley Gamble Jr.,51,ABAETETUBA,PA,87257121010,28855312,370,53.7831,True,True,10000,0,5061,4939,10000
Nicholas Reynolds MD,42,ÁGUA BRANCA,PB,99460084915,98679819981793,370,53.7831,True,False,10000,0,5061,4939,10000
Andre Bryant Jr.,73,ABREU E LIMA,PE,82980681571,27199812,370,53.7831,True,True,10000,0,5061,4939,10000
Bobby Wallace MD,65,ACAUÃ,PI,99640492698,39346022147403,370,53.7831,True,False,10000,0,5061,4939,10000
Nicholas Smith DVM,73,ABATIÁ,PR,37328005041,50794613,370,53.7831,True,True,10000,0,5061,4939,10000
Alexandra Floyd MD,83,ANGRA DOS REIS,RJ,33009288697,58202745374030,355,53.7831,True,False,10000,0,5061,4939,10000
Matthew Griffith MD,88,ACARI,RN,36408581900,98713213,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Stafford DDS,36,ALTA FLORESTA D'OESTE,RO,82004867027,71816465936002,370,53.7831,True,False,10000,0,5061,4939,10000
Mikayla Poole DVM,66,AMAJARI,RR,67598789908,7918811,370,53.7831,True,True,10000,0,5061,4939,10000
Mark Martinez DDS,89,ACEGUÁ,RS,02023867916,92953760381933,370,53.7831,True,False,10000,0,5061,4939,10000
Chad Ryan MD,66,ABDON BATISTA,SC,75569296123,8924413,370,53.7831,True,True,10000,0,5061,4939,10000
Glenn Hammond II,36,AMPARO DE SÃO FRANCISCO,SE,53932980565,38348592631282,370,53.7831,True,False,10000,0,5061,4939,10000
Justin Estrada MD,50,ADAMANTINA,SP,60684916410,89023912,364,53.7831,True,True,10000,0,5061,4939,10000
Stacie Ford Jr.,22,ABREULÂNDIA,TO,31894720091,92831661176030,370,53.7831,True,False,10000,0,5061,4939,10000
Marissa Velazquez DDS,23,ACRELÂNDIA,AC,36132401652,49978313,371,53.7831,True,True,10000,0,5061,4939,10000
Gerald Rogers DDS,30,ÁGUA BRANCA,AL,04031755341,20519615914189,371,53.7831,True,False,10000,0,5061,4939,10000
Kristin Robinson PhD PhD,78,ALVARÃES,AM,45550381699,52168713,371,53.7831,True,True,10000,0,5061,4939,10000
Dr. Gene White II DVM,21,SERRA DO NAVIO,AP,12295763711,11899903797640,371,53.7831,True,False,10000,0,5061,4939,10000
Jennifer Castaneda DVM,59,ABAÍRA,BA,94946249044,88074412,371,53.7831,True,True,10000,0,5061,4939,10000
Mark Guerra MD,58,ABAIARA,CE,93869807547,04264071548166,371,53.7831,True,False,10000,0,5061,4939,10000
Holly Ross MD,58,Brasília,DF,85755308608,20602513,365,53.7831,True,True,10000,0,5061,4939,10000
Connie Snow MD,30,AFONSO CLÁUDIO,ES,17590652938,83335313549880,371,53.7831,True,False,10000,0,5061,4939,10000
Donald Park MD,85,ABADIA DE GOIÁS,GO,22414427809,57602513,371,53.7831,True,True,10000,0,5061,4939,10000
Dr. Micheal Taylor DVM Jr.,29,AÇAILÂNDIA,MA,12623470502,91790405122310,371,53.7831,True,False,10000,0,5061,4939,10000
Seth Edwards DDS,37,ABADIA DOS DOURADOS,MG,16036526040,52912313,340,53.7831,True,True,10000,0,5061,4939,10000
Matthew Clay DVM,86,ÁGUA CLARA,MS,50808876139,62188650738037,370,53.7831,True,False,10000,0,5061,4939,10000
Michael Stout DVM,59,ACORIZAL,MT,63733318811,44232813,370,53.7831,True,True,10000,0,5061,4939,10000
Ruth Mclean PhD,49,ABAETETUBA,PA,26334113470,80190187319403,370,53.7831,True,True,10000,0,5061,4939,10000
Kristin Gay MD,68,ÁGUA BRANCA,PB,56906450441,57482713,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Davis PhD,36,ABREU E LIMA,PE,97739427160,63165567783736,370,53.7831,True,False,10000,0,5061,4939,10000
Bianca Haynes PhD,30,ACAUÃ,PI,58932802963,82262613,370,53.7831,True,True,10000,0,5061,4939,10000
Jordan Patrick III,87,ABATIÁ,PR,25221353253,73160879054628,370,53.7831,True,False,10000,0,5061,4939,10000
Keith Patel DVM,75,ANGRA DOS REIS,RJ,57323599903,34086913,355,53.7831,True,True,10000,0,5061,4939,10000
Julia Liu PhD,29,ACARI,RN,94238570006,99317697730321,370,53.7831,True,False,10000,0,5061,4939,10000
Adrian Alexander MD,35,ALTA FLORESTA D'OESTE,RO,77310016602,92134613,370,53.7831,True,True,10000,0,5061,4939,10000
Felicia Martin Jr.,20,AMAJARI,RR,59643964450,95576017657237,370,53.7831,True,False,10000,0,5061,4939,10000
Blake King Jr.,24,ACEGUÁ,RS,7111350456,82671513,370,53.7831,True,True,10000,0,5061,4939,10000
Kristina Proctor MD,78,ABDON BATISTA,SC,88946533315,03921359061652,370,53.7831,True,False,10000,0,5061,4939,10000
Laura Rodriguez MD,34,AMPARO DE SÃO FRANCISCO,SE,57278684080,62531613,370,53.7831,True,True,10000,0,5061,4939,10000
Collin White MD,54,ADAMANTINA,SP,27925864435,20087097285883,364,53.7831,True,False,10000,0,5061,4939,10000
Karen Pierce PhD,56,ABREULÂNDIA,TO,46042783343,7702713,370,53.7831,True,True,10000,0,5061,4939,10000
Nicole Merritt Jr.,73,ACRELÂNDIA,AC,69656971809,48785374957962,371,53.7831,True,False,10000,0,5061,4939,10000
Lonnie Daniels MD,48,ÁGUA BRANCA,AL,799383708,83288213,371,53.7831,True,True,10000,0,5061,4939,10000
Dillon Sellers MD,59,ALVARÃES,AM,86998923732,62594119268831,371,53.7831,True,False,10000,0,5061,4939,10000
Joshua Lawrence PhD,54,SERRA DO NAVIO,AP,1815747994,52109113,371,53.7831,True,True,10000,0,5061,4939,10000
Jennifer Shepherd DVM,86,ABAÍRA,BA,40805844821,50272079084500,371,53.7831,True,False,10000,0,5061,4939,10000
Maria Mosley MD,33,ABAIARA,CE,79597738902,11328213,371,53.7831,True,True,10000,0,5061,4939,10000
William Graham MD,23,Brasília,DF,78085182556,64949426100980,365,53.7831,True,False,10000,0,5061,4939,10000
Heather Little MD,64,AFONSO CLÁUDIO,ES,47369834344,40736412,371,53.7831,True,True,10000,0,5061,4939,10000
David Fischer DVM,60,ABADIA DE GOIÁS,GO,90451933532,64442754736350,371,53.7831,True,False,10000,0,5061,4939,10000
William Crane MD,31,AÇAILÂNDIA,MA,82621379222,17695313,371,53.7831,True,True,10000,0,5061,4939,10000
Rickey Valdez DVM,56,ABADIA DOS DOURADOS,MG,56875026376,47240582856726,340,53.7831,True,False,10000,0,5061,4939,10000
Jacqueline Escobar DDS,64,ÁGUA CLARA,MS,51902043677,53967813,370,53.7831,True,True,10000,0,5061,4939,10000
Frank Solomon Jr.,50,ACORIZAL,MT,37471575131,20814381723500,370,53.7831,True,False,10000,0,5061,4939,10000
Melissa Yoder PhD,51,ABAETETUBA,PA,95216154000,22170113,370,53.7831,True,True,10000,0,5061,4939,10000
Jennifer Mccoy DVM,18,ÁGUA BRANCA,PB,46030831658,94018131425582,370,53.7831,True,False,10000,0,5061,4939,10000
April Burns PhD,41,ABREU E LIMA,PE,63515895418,44130413,370,53.7831,True,True,10000,0,5061,4939,10000
Nicholas Klein III,70,ACAUÃ,PI,38855056069,55472908881889,370,53.7831,True,False,10000,0,5061,4939,10000
Debra Hunt MD,45,ABATIÁ,PR,95025670802,17614713,370,53.7831,True,True,10000,0,5061,4939,10000
Miranda Wells DDS,66,ANGRA DOS REIS,RJ,66131782768,94202586039670,355,53.7831,True,False,10000,0,5061,4939,10000
Emily Nguyen MD,53,ACARI,RN,76715061840,40785613,370,53.7831,True,True,10000,0,5061,4939,10000
Rebecca Riggs MD,64,ALTA FLORESTA D'OESTE,RO,85675515526,43561313154609,370,53.7831,True,False,10000,0,5061,4939,10000
Donald Valdez MD,87,AMAJARI,RR,97476549627,22413713,370,53.7831,True,True,10000,0,5061,4939,10000
Michael Torres II,36,ACEGUÁ,RS,93566682217,74680227992920,370,53.7831,True,False,10000,0,5061,4939,10000
Alicia Padilla DDS,24,ABDON BATISTA,SC,39211960002,15175213,370,53.7831,True,True,10000,0,5061,4939,10000
Kenneth Cochran Jr.,59,AMPARO DE SÃO FRANCISCO,SE,09805646203,45425940722972,370,53.7831,True,False,10000,0,5061,4939,10000
Kelly Jones II,79,ADAMANTINA,SP,63413971867,58924613,364,53.7831,True,True,10000,0,5061,4939,10000
Ellen Parks MD,37,ABREULÂNDIA,TO,44432015802,38808892403326,370,53.7831,True,False,10000,0,5061,4939,10000
Kelly Foley DVM,67,ACRELÂNDIA,AC,88966597521,10109413,371,53.7831,True,True,10000,0,5061,4939,10000
James Reyes Jr.,22,ÁGUA BRANCA,AL,97575207643,94292627577994,371,53.7831,True,False,10000,0,5061,4939,10000
Sean Taylor DDS,81,ALVARÃES,AM,15379879500,74022813,371,53.7831,True,True,10000,0,5061,4939,10000
Teresa Hess Jr.,38,SERRA DO NAVIO,AP,96989717696,29041520893820,371,53.7831,True,False,10000,0,5061,4939,10000
